symbol,shortName,industry,sector,longBusinessSummary,financialCurrency,previousClose,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,volume,averageVolume10days,dividendRate,dividendYield,exDividendDate,trailingAnnualDividendRate,trailingAnnualDividendYield,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,enterpriseValue,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,twoHundredDayAverage,profitMargins,bookValue,priceToBook,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,firstTradeDateEpochUtc,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,trailingPegRatio,netIncomeToCommon,1Y EBITDA Growth,5Y EBITDA Growth,1Y Total Revenue Growth,5Y Total Revenue Growth,1Y Net Income Growth,5Y Net Income Growth,1Y PreTax Income Growth,5Y PreTax Income Growth,FinancingCashFlow Activity,InvestingCashFlow Activity,OperatingCashFlow Activity,netIncomeMargin,% Away From 52High,% Away From 52Low,MarketCap_Crores,marketCategory
LT.NS,LARSEN & TOUBRO LTD.,Engineering & Construction,Industrials,"Larsen & Toubro Limited engages in engineering, construction, and manufacturing operations in India and internationally. The Infrastructure Projects segment is involved in the engineering and construction of building and factories, transportation infrastructure, heavy civil infrastructure, power transmission and distribution, water and effluent treatment, and minerals, and metals. The Energy Projects segment provides front-end design, modular fabrication, procurement, project management, construction, installation, and commissioning services for the oil and gas industry; coal-based and gas-based thermal power plants, including power generation equipment with associated systems and balance-of-plant packages; and engineering, procurement, and construction solutions in green energy space. The Hi-Tech Manufacturing segment designs, manufactures/constructs, supplies, and revamps/retrofits engineered critical equipment and systems for the process plants, nuclear energy, and green hydrogen sectors; marine and land platforms, and related equipment and systems, as well as aerospace products and systems, and precision and electronics products and systems for defense, security, space, and industrial sectors; and electrolysers. The IT & Technology Services segment offers information technology and integrated engineering services, e-commerce/digital platforms and data centres, and semiconductor chip design solutions. The Financial Services segment provides retail and wholesale financing services. The Development Projects segment develops, operates, and maintains infrastructure projects; and engages in toll and fare collection, as well as power generation and development activities. The Others segment manufactures and sells industrial valves and rubber processing machinery; manufactures, markets and services construction equipment and parts; and markets and services mining machinery and parts. Larsen & Toubro Limited was founded in 1938 and is headquartered in Mumbai, India.",INR,3702.6,3698.7,4550.0,2946.0,4037.182,4100.0,971675,1982512.0,28.0,0.0076,1718841600.0,28.0,0.007562253,0.28530002,1.2,0.717,37.69568,26.420559,5961289302016.0,3049.0,3919.9,2.0956678,3595.3184,0.05573,648.865,5.700261,98.12,104.42,2.456,21.072,1025495100,buy,33.0,554390978560.0,403.144,282901610496.0,1261834862592.0,0.546,1.173,2427003600896,119.062,1765.484,0.045679998,0.16102,175528574976.0,143537602560.0,0.077,0.201,0.36333,0.116560005,0.10278,,134308798464,0.17140912622286172,0.1543136599025069,0.20617624809934879,0.2097981993169823,0.24720267565172213,0.04248147921121858,0.19919773359448198,0.2256032843513842,-254133600000.0,21630400000.0,182662800000.0,0.05533934865791544,0.059804796279774086,0.21308625778943902,508619.3385472,Large Cap
HCLTECH.NS,HCL TECHNOLOGIES LTD,Information Technology Services,Technology,"HCL Technologies Limited offers software development, business process outsourcing, and infrastructure management services worldwide. It operates through IT and Business Services; Engineering and R&D Services; and HCL Software segments. It offers digital business services, which includes digital consulting, data and AI, application development, maintenance, and modernization, software as a service, automation and integration, and enterprise application; and digital foundation services including digital foundation consulting and workplace, hybrid cloud, cybersecurity, network, intelligent operator, and unified services management services. The company provides digital process operations, such as lending solution, supply chain management, finance and accounting, digital and content, and cognitive automation; and engineering and R&D services, which includes digital engineering, manufacturing operation, product engineering, and industry verticals. It offers CloudSMART, an adaptive portfolio of solutions enabling continuous modernization; IoT WoRKS, which offers digital transformation services; Career Shaper, earning and assessment platform for driving talent transformation; and HCLTech X, a cloud based digital platform that integrates content, commerce, and engagement tools. The company also provides engineering services and solutions for software, embedded, mechanical; modernized software products; and artificial intelligence solutions. It serves aerospace and defense, energy and utilities, manufacturing, public sector, telecom, media and entertainment, captive business services, technology, mining and natural resources, retail, consumer goods, life sciences and healthcare, oil and gas, banking, insurance, capital markets, fintech, and financial crime compliance and risk, as well as travel, transport, logistics, and hospitality industries. It has strategic partnership with Intellect Design Arena Ltd. The company was founded in 1976 and is headquartered in Noida, India.",USD,1899.55,1891.05,2300.0,1449.0,1872.186,1900.0,1631833,2721670.0,48.0,0.0253,1729555200.0,0.645,0.0003395541,0.871,2.78,0.628,30.535282,26.96941,5142806003712.0,1235.0,1919.95,375.152,1610.2784,0.14677,3.035,623.08075,61.93,70.24,376.652,1827.579,1029123900,hold,43.0,3228000000.0,1.192,2814000128.0,690000000.0,2.435,2.736,13653999616,8.393,5.039,0.13455,0.24864,1906249984.0,2520999936.0,0.098,0.068,0.35294,0.20608999,0.18577999,,2004000000,0.0711665137997165,0.07762316058861164,0.08335633180886295,0.15271273608476277,0.05730253854959262,0.13629430237774787,0.07589285714285714,0.10752959481906683,-154640000000.0,-67230000000.0,224480000000.0,0.14677018136514938,0.015282515004891417,0.5312145748987853,512232.521728,Large Cap
BAJFINANCE.NS,BAJAJ FINANCE LIMITED,Credit Services,Financial Services,"Bajaj Finance Limited operates as a deposit-taking non-banking financial company in India. The company offers consumer finance, which includes durable, lifestyle, digital product, EMI card, two and three wheeler, personal loan, loan against fixed deposit, extended warranty, home and gold loans, retail EMI, retailer finance, e-commerce, and co-branded credit card and wallets. It also provides SME finance; and loan against property and shares, lease rental discounting, business and professional loans, working capital loans, and developer and used car finance. In addition, the company offer commercial lending, such as short-term and flexible loan solutions; vendor financing including large value lease rental discounting, loans against securities, financial institution lending, light engineering and corporate finance, and warehouse financing; investment services in fixed deposit and mutual funds; and partnership and services comprising insurance services. Bajaj Finance Limited was formerly known as Bajaj Auto Finance Limited. The company was incorporated in 1987 and is based in Pune, India. Bajaj Finance Limited is a subsidiary of Bajaj Finserv Ltd.",INR,6617.95,6705.2,10000.0,5700.0,8034.567,8135.0,641986,832824.0,36.0,0.0054,1718928000.0,36.0,0.005439751,0.14479999,0.24,1.048,26.946913,19.654785,6626220179456.0,6187.8,7830.0,12.118859,6950.562,0.44922,1403.263,4.778292,248.83,,19.36,,1025495100,buy,30.0,124034998272.0,200.516,,2581427650560.0,5.378,5.378,342261301248,290.321,554.982,0.04145,0.20686,,-729231917056.0,0.104,0.163,0.93649,,0.59731996,,153751896064,,,0.2729056732512821,0.3807909717354956,0.25578374113310315,0.7565428758033886,0.24354354044923127,0.7408061955478122,824150800000.0,-71711800000.0,-727601400000.0,0.44922372322949977,0.1677504026725527,0.0836161479039399,414781.669376,Large Cap
SUNPHARMA.NS,SUN PHARMACEUTICAL IND L,Drug Manufacturers - Specialty & Generic,Healthcare,"Sun Pharmaceutical Industries Limited, a generic pharmaceutical company, develops, manufactures, and markets branded and generic formulations and active pharmaceutical ingredients (APIs) in India and internationally. The company offers formulations in various therapeutic areas, including central nervous system, dermatology, cardiology, oncology, neuropsychiatry, gastroenterology, anti-infectives, diabetology, pain/analgesics, vitamins/minerals/nutrients, respiratory, gynaecology, urology, ophthalmology, orthopaedic, nephrology, dental, and other areas. It provides APIs for anti-cancers, peptides, steroids, hormones, and immunosuppressant drugs. In addition, the company offers generic medications, such as tablets, capsules, injectables, inhalers, ointments, creams, and liquids; speciality medications, and antiretrovirals medications, as well as over-the-counter products. The company was founded in 1983 and is headquartered in Mumbai, India.",INR,1761.6,1749.45,2450.0,1600.0,2043.3243,2094.0,1982414,1864065.0,13.5,0.0077,1720742400.0,,,0.2928,0.95,0.547,37.907906,31.627634,4015025291264.0,1184.5,1960.35,8.343662,1666.2935,0.21972999,288.721,6.0593095,46.15,32.68,7.981,29.091,820467900,none,37.0,201221898240.0,84.059,138017406976.0,25719500800.0,1.916,2.672,503077404672,3.707,209.894,0.08541001,0.16771,77989175296.0,127154700288.0,0.283,0.09,0.77605003,0.27435,0.23963,,110541103104,0.14633890574244934,0.5884472914894733,0.10350501295435856,0.1456918829070312,0.1301456999284836,0.7659519759030059,0.178505871861724,0.9869506353215187,-67101600000.0,-6902000000.0,121349800000.0,0.21972981111340387,0.12055217354025549,0.4769523005487548,419750.7923968,Large Cap
NTPC.NS,NTPC LTD,Utilities - Regulated Electric,Utilities,"NTPC Limited primarily engages in the generation and sale of bulk power to state power utilities in India. It operates through two segments: Generation of Energy and Others. The company generates power from coal, gas, liquid fuel, hydro, solar, nuclear, wind, thermal, and renewable energy sources. It offers consultancy, project management, and supervision services. In addition, the company is involved in the energy trading, oil and gas exploration, and coal mining activities. Further, the company sells electricity to private DISCOMs operating in various states. NTPC Limited was incorporated in 1975 and is based in New Delhi, India.",INR,361.65,369.3,500.0,280.0,446.2,460.0,14221689,16995527.0,11.25,0.0311,1730332800.0,10.25,0.02834232,0.44419998,3.82,0.463,18.736683,14.386712,5894601965568.0,256.0,448.45,1.9497951,379.228,0.120179996,173.535,2.1281009,19.71,24.09,3.21,11.729,1099626300,buy,25.0,78724300800.0,8.119,502551609344.0,2420094795776.0,0.463,0.926,1836593053696,139.959,189.407,0.04476,0.13656001,-149665693696.0,470758195200.0,0.143,-0.006,0.42235002,0.27363002,0.16645001,,220727394304,0.11152128672808703,0.160130020933317,0.015185652945564341,0.19578095099340587,0.2305589636098637,0.14069960543359597,0.11552781909522128,0.2508535258765456,-82455300000.0,-321413700000.0,407845900000.0,0.12018307150830358,0.21432439750880028,0.44257812500000004,358098.010112,Large Cap
MARUTI.NS,MARUTI SUZUKI INDIA LTD.,Auto Manufacturers,Consumer Cyclical,"Maruti Suzuki India Limited engages in the manufacture, purchase, and sale of motor vehicles, components, and spare parts primarily in India. The company offers passenger vehicles, utility vehicles, and multi-purpose vehicles. It is also involved in the facilitation of pre-owned car sales, fleet management, and car financing activities. In addition, the company offers driving school, accessories, insurance, and financing products and services. It also exports its products to Mexico, Chile, Saudi Arabia, South Africa, Philippines, and internationally. The company was formerly known as Maruti Udyog Limited and changed its name to Maruti Suzuki India Limited in September 2007. Maruti Suzuki India Limited was incorporated in 1981 and is headquartered in New Delhi, India. Maruti Suzuki India Limited operates as a subsidiary of Suzuki Motor Corporation.",INR,10943.95,11058.35,16600.0,10800.0,13342.279,13407.0,343329,529167.0,125.0,0.0114,1722556800.0,,,0.28030002,0.83,0.652,24.826792,19.768232,3405922697216.0,9737.65,13680.0,2.3942678,12261.449,0.09656,2834.796,3.9009333,445.42,521.85,2.345,17.088,1057722300,buy,43.0,36439998464.0,115.903,199318994944.0,1584000000.0,0.348,0.866,1452125978624,0.178,4618.617,0.086339995,0.18101,24424624128.0,138483007488.0,-0.208,0.01,0.2915,0.13726,0.09648,,140212994048,0.47226852894796123,0.5701555853112299,0.19970148938863339,0.3377883399789641,0.6322228541694398,0.6910376462904316,0.6693012205169474,0.7582221386957338,-40620000000.0,-118648000000.0,168011000000.0,0.09655704540239855,0.23707424706217473,0.13562820598398995,347677.8385408,Large Cap
AXISBANK.NS,AXIS BANK LIMITED,Banks - Regional,Financial Services,"Axis Bank Limited, together with its subsidiaries, engages in the provision of various banking and financial products and services. It operates through four segments: Treasury, Retail Banking, Corporate/Wholesale Banking, and Other Banking Business. The Treasury segment is involved in investments in sovereign and corporate debt, and equity and mutual funds, as well as in trading operations, derivative trading, and foreign exchange operations. The Retail Banking segment engages in the provision of lending services to individuals/small businesses; liability products; card services, including credit, debit, and forex cards; internet banking, mobile banking, and ATM services; retail term deposits; financial advisory services; NRI and digital banking services; bill payment and wealth management services; and distribution of third-party product, such as life and non-life insurance, mutual funds, government bonds, etc. The Corporate/Wholesale Banking segment offers business lending, corporate advisory, placements and syndication, project appraisals, current and corporate term deposits, payments, trade finance products, letter of credits, bank guarantees, commercial cards, cash management, project appraisals, and capital market related services. The Other Banking Business segment is involved in para banking activities. It also engages in investments, broking, asset management, and trustee service and payment activities; operation of MSME digital invoice discounting platform; and government small saving schemes and pension schemes. The company operates multiple branches; ATMs; and recyclers in India. It also has international offices with branches in Singapore and Dubai, and representative offices in Dhaka, Dubai, Abu Dhabi, and Sharjah. The company was formerly known as UTI Bank Limited and changed its name to Axis Bank Limited in July 2007. Axis Bank Limited was incorporated in 1993 and is headquartered in Mumbai, India.",INR,1144.8,1149.65,1590.0,1107.0,1357.1163,1360.0,5989425,10635367.0,1.0,0.00090000004,1720742400.0,1.0,0.000873515,0.0111,1.03,0.944,12.809471,10.949048,4919870357504.0,995.7,1339.65,5.3283815,1161.0815,0.41832,557.714,2.0613613,89.75,,7.369,,912138300,buy,43.0,892193079296.0,288.587,,2252174524416.0,,,667636072448,,216.263,0.01918,0.17764999,,-974622818304.0,0.188,0.102,,,0.47516,,279283892224,,,0.22730127480460088,0.25561723914465323,1.4390000415956075,0.8890139670627475,0.8891391415581612,0.8693234653801132,223412500000.0,-90881600000.0,-55546700000.0,0.41831755914559654,0.1652676901665724,0.15461484382846247,355741.9646976,Large Cap
KOTAKBANK.NS,KOTAK MAHINDRA BANK LTD,Banks - Regional,Financial Services,"Kotak Mahindra Bank Limited provides a range of banking and financial services to corporate and individual customers in India. It operates through Treasury, BMU and Corporate Centre; Retail Banking; Corporate / Wholesale Banking; Digital Banking; Other Retail Banking; Vehicle Financing; Other Lending Activities; Broking; Advisory and Transactional Services; Asset Management; and Insurance segments. The company offers savings, current, and salary accounts; fixed, recurring, tax saving fixed, senior citizen, and fixed deposit products; home, personal, business, payday, gold, education, commercial vehicle, car, and crop loans, as well as loan against securities and properties; construction equipment, farm equipment, healthcare, trade and supply chain, and working capital finance solutions; and prepaid, credit, and debit cards. It also provides Investment products; life, term, health, car, and two wheeler insurance; payment services; trade services; business management and marketing, enterprise resource planning, supply chain and logistics, human resource, business travel, workspace management, taxation and legal, and healthcare/medical equipment services; cash management services, such as digital payments, physical collections, digital collections, and payment gateways; private banking services; net banking; and NRI services. Kotak Mahindra Bank Limited was incorporated in 1985 and is based in Mumbai, India.",INR,1783.6,1783.2,2300.0,1579.0,1993.825,2007.5,3202341,3474410.0,2.0,0.0011,1721347200.0,,,0.0182,0.06,0.562,16.256723,17.149195,3855049818112.0,1543.85,1942.0,4.732769,1765.8855,0.29495,740.965,2.4065912,109.69,,5.146,,994045500,buy,40.0,461008404480.0,231.873,,770709520384.0,,,749093584896,,376.837,0.0298,0.16479999,,-509083713536.0,0.13,0.211,,,0.35261002,,220556771328,,,0.343488093161837,0.21162988410943703,0.2203146254592694,0.27436889451275365,0.2146570858894889,0.2707260941124864,155151068000.0,-90969284000.0,156849970000.0,0.29443153135348354,0.08905338716913413,0.1550344916928459,354528.6836224,Large Cap
ONGC.NS,OIL AND NATURAL GAS CORP.,Oil & Gas Integrated,Energy,"Oil and Natural Gas Corporation Limited, together with its subsidiaries, engages in the exploration, development, and production of crude oil and natural gas in India and internationally. It operates through Exploration and Production, and Refining & Marketing segments. The company also engages in the refining and marketing of petroleum products; transportation of oil and natural gas; and production of liquefied petroleum gas, naphtha, ethane/propane, butane, kerosene oil, low sulphur heavy stock, aviation turbine fuel, mineral turpentine oil, carbon credits, and diesel. In addition, it generates wind power through a total installed capacity of 153.9 MW; and solar power through a total installed capacity of 39.52 MW, as well as generates geothermal power. The company was incorporated in 1993 and is based in New Delhi, India.",INR,254.25,254.3,430.0,215.0,312.3793,310.0,11689264,16126889.0,18.25,0.0718,1731974400.0,12.5,0.04916421,0.375,4.94,0.653,7.7839003,5.915939,4950490873856.0,191.7,345.0,0.52955526,284.918,0.06802,280.175,0.9076471,32.67,35.73,0.819,5.94,820467900,buy,29.0,433821712384.0,34.503,833407090688.0,1914893238272.0,0.394,0.892,6041239552000,50.462,480.218,0.0482,0.12048,-91077468160.0,833539145728.0,-0.252,0.078,0.18372999,0.13795,0.07767,,410935066624,0.49239156533595374,0.30742520362035625,-0.06512948264738368,0.3157719754656369,0.3408409425243182,0.6729672362246123,0.7176958142519376,0.5170829409870468,-456502920000.0,-572668230000.0,992626940000.0,0.06802164739320041,0.35666535587888304,0.3265519040166929,319917.0248704,Large Cap
TATAMOTORS.NS,TATA MOTORS LIMITED,Auto Manufacturers,Consumer Cyclical,"Tata Motors Limited designs, develops, manufactures, and sells various automotive vehicles. The company offers passenger cars; sports utility vehicles; intermediate and light commercial vehicles; small, medium, and heavy commercial vehicles; defense vehicles; pickups, wingers, buses, vans, and trucks; and electric vehicles, as well as related spare parts and accessories. It also manufactures engines for industrial applications, and aggregates comprising axles and transmissions for commercial vehicles; and factory automation equipment, as well as provides information technology and vehicle financing services. The company offers its products under the Tata, Daewoo, Harrier, Safari, Fiat, Nexon, Altroz, Punch, Tiago, Tigor, Jaguar, and Land Rover brands. It operates in India, China, the United States, the United Kingdom, rest of Europe, and internationally. It offers its products to fleet owners, transporters, government agencies, defense, public transport utilities, small and medium enterprises (SMEs), agriculture and rural segment, mining and construction industry, etc. The company was incorporated in 1945 and is headquartered in Mumbai, India.",INR,783.0,783.95,1300.0,767.0,982.4194,968.0,10013081,13964398.0,3.0,0.0038,1718064000.0,,,0.033299997,1.11,1.618,8.705719,10.661884,3333239603200.0,694.35,1179.0,0.7446817,974.01526,0.07576,293.845,2.6679032,90.05,,0.757,6.86,662787900,buy,31.0,535179984896.0,155.607,485882986496.0,1065489989632.0,0.491,0.939,4400607657984,95.362,1279.507,0.061079998,0.39181,118380339200.0,602283573248.0,,-0.035,0.45356,0.110410005,0.07129,,333410893824,0.6946826865129392,0.7885688164845002,0.2686391254598365,0.25093839479948554,12.005517149969556,-1.0667809383122322,7.236796280418276,-1.1316358726707463,-370059900000.0,-228280900000.0,679153600000.0,0.07576473972159148,0.5039224440334205,0.12904154965075243,327705.2182528,Large Cap
